dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label
0.004806,2,0,3,4,4,568,312,1456.512751,31,29,709113.625,389513.125,0,0,1.241,1.047,1.745848,1.470782,0,0,0,0,0,0,0,142,78,0,0,4,0,3,1,1,3,0,0,0,5,6,0,0
0.01824,1,0,1,16,18,1540,1644,1809.210607,31,29,633333.375,681140.375,4,4,1.195467,1.110437,72.376118,2.272722,255,524652754,2678378478,255,0.000589,0.000469,0.00012,96,91,0,0,9,0,8,6,1,7,0,0,0,10,7,0,0
1.004641,1,4,1,12,18,1580,10168,28.866031,31,29,11538.44922,76477.0625,3,5,91.298997,59.064765,9527.262188,7673.271229,255,3917519301,3918565473,255,0.00067,0.000534,0.000136,132,565,2,0,3,0,8,1,1,2,0,0,1,2,2,0,0
0.026948,1,0,1,64,66,3806,51808,4786.997291,31,29,1112364.625,15147395,7,26,0.422873,0.405492,22.697807,22.214864,255,104645697,104956805,255,0.000709,0.000582,0.000127,59,785,0,0,6,0,8,1,1,1,0,0,0,3,7,0,0
0.001065,2,6,3,2,2,132,164,2816.901513,31,29,495774.6563,615962.4375,0,0,0.01,0.006,0,0,0,0,0,0,0,0,0,66,82,0,0,4,0,3,3,1,2,0,0,0,10,2,0,0
0.018251,1,0,1,16,18,1540,1644,1808.120106,31,29,632951.625,680729.8125,4,4,1.195867,1.046,72.632224,2.060372,255,2674235489,529866318,255,0.00058,0.000464,0.000116,96,91,0,0,9,0,8,6,1,7,0,0,0,10,7,0,0
0.047917,1,0,1,40,42,2558,23162,1690.42299,31,29,416553.625,3775027.5,7,14,1.220769,1.156171,73.091922,71.647028,255,2250035515,121149426,255,0.000634,0.00051,0.000124,64,551,0,0,6,0,3,1,1,1,0,0,0,3,2,0,0
0.035599,1,0,1,30,42,2302,34406,1994.438004,31,29,500238.75,7547852.5,5,15,1.216724,0.856,68.402144,60.118929,255,2674232546,528276049,255,0.00062,0.0005,0.00012,77,819,0,0,9,0,8,6,1,7,0,0,0,10,7,0,0
0.502702,1,2,1,52,38,37358,3172,177.043259,31,29,583089,49158.34766,18,8,9.850137,13.573297,1001.229203,42.041297,255,2132133872,2133135084,255,0.000608,0.000486,0.000122,718,83,0,0,2,0,1,1,1,3,0,0,0,2,1,0,0
0.001158,2,6,3,2,2,130,162,2590.673642,31,29,449050.0938,559585.5,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,65,81,0,0,1,0,3,1,1,1,0,0,0,3,2,0,0
0.004281,1,0,1,12,12,1064,2260,5372.576791,31,29,1823873,3871992.75,4,4,0.354545,0.335182,18.322037,0.404638,255,344646830,344956385,255,0.000733,0.000584,0.000149,89,188,0,0,4,0,1,1,1,2,0,0,0,1,16,0,0
0.004755,1,0,1,18,18,4136,2456,7360.672793,31,29,6573291,3903259.75,7,7,0.261059,0.246588,13.061288,0.321164,255,2370036422,227930234,255,0.000672,0.000559,0.000113,230,136,0,0,4,0,3,1,1,3,0,0,0,5,6,0,0
0.337829,1,0,1,122,126,7810,14540,731.13914,31,29,183430.0781,341592.9375,30,32,2.860008,2.69816,310.634009,304.554871,255,164649720,165713149,255,0.000703,0.000553,0.00015,64,115,0,0,4,0,1,1,1,1,0,0,0,5,10,0,0
0.005788,1,0,1,22,24,1920,4312,7774.706511,31,29,2533517.75,5712509,6,6,0.2722,0.224783,0,12.95866,255,2430035188,284944415,255,0.000742,0.000614,0.000128,87,180,0,0,10,0,1,1,1,2,0,0,0,1,7,0,0
0.001123,2,6,3,2,2,146,178,2671.415725,31,29,520035.5938,634016,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,73,89,0,0,4,0,3,3,2,3,0,0,0,10,3,0,0
0.018434,1,0,1,16,18,1540,1644,1790.170408,31,29,626668.125,673972.0625,4,4,1.208133,1.056235,73.477187,2.018632,255,2674236459,530403630,255,0.000597,0.000475,0.000122,96,91,0,0,9,0,8,6,1,7,0,0,0,10,7,0,0
0.001123,2,6,3,2,2,146,178,2671.415725,31,29,520035.5938,634016,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,73,89,0,0,4,0,3,3,2,3,0,0,0,10,3,0,0
0.001713,2,0,3,4,4,528,304,4086.39812,31,29,1849387,1064798.625,0,0,0.443333,0.216333,0.620604,0.298166,0,0,0,0,0,0,0,132,76,0,0,4,0,3,1,1,3,0,0,0,5,6,0,0
0.013417,1,0,1,16,18,1540,1644,2459.566231,31,29,860997.25,925989.4375,4,4,0.873533,0.762118,60.561071,1.402937,255,524650735,2676322144,255,0.000569,0.000457,0.000112,96,91,0,0,9,0,8,6,1,7,0,0,0,10,7,0,0
0.018236,1,0,1,16,18,1540,1644,1809.607361,31,29,633472.25,681289.75,4,4,1.194533,1.045588,72.366844,2.136126,255,524653727,529328095,255,0.00057,0.000456,0.000114,96,91,0,0,9,0,8,6,1,7,0,0,0,10,7,0,0
0.00421,1,4,1,8,10,1052,824,4038.004821,31,29,1750118.75,1409976.25,2,2,0.541571,0.406111,34.347499,0.717609,255,2674230328,525689315,255,0.000692,0.000549,0.000143,132,82,1,83,4,0,3,1,1,2,0,0,1,10,2,0,0
0.652938,1,7,1,106,114,9400,12298,335.407033,31,29,114093.5234,149367.9375,26,31,6.275269,5.772726,387.337373,370.653103,255,404646275,2550353773,255,0.000742,0.000611,0.000131,89,108,0,0,1,0,5,1,1,2,0,0,0,5,1,0,0
0.003998,1,4,1,8,10,1052,824,4252.125877,31,29,1842921.375,1484742.25,2,2,0.523571,0.382222,33.005524,0.703331,255,1004650161,3151065001,255,0.000693,0.000553,0.00014,132,82,1,83,1,0,1,1,1,1,0,0,1,5,1,0,0
0.037015,1,0,1,30,42,2302,34406,1918.141372,31,29,481102.2813,7259111.5,5,15,1.265379,0.891317,71.945727,64.073385,255,2970037645,2977564934,255,0.00059,0.000468,0.000122,77,819,0,0,5,0,5,3,1,3,0,0,0,5,16,0,0
0.013493,1,0,1,16,18,1540,1644,2445.712665,31,29,856147.6875,920773.75,4,4,0.878733,0.766941,61.378701,1.407703,255,1244649370,1250857380,255,0.000566,0.000452,0.000114,96,91,0,0,5,0,5,3,1,3,0,0,0,3,7,0,0
0.035444,1,0,1,30,42,2302,34406,2003.159978,31,29,502426.375,7580860,5,15,1.211517,0.852829,68.587917,60.8638,255,3390036740,3393461406,255,0.000597,0.000473,0.000124,77,819,0,0,5,0,5,3,1,3,0,0,0,3,7,0,0
0.018253,1,0,1,16,18,1540,1644,1807.921941,31,29,632882.25,680655.1875,4,4,1.1958,1.047118,73.820028,2.000443,255,3390040179,1250364822,255,0.000563,0.000449,0.000114,96,91,0,0,5,0,5,3,1,3,0,0,0,3,7,0,0
0.00387,1,4,1,8,10,1052,824,4392.764973,31,29,1903876,1533850.125,2,2,0.503429,0.373333,32.070006,0.666773,255,2914229593,765753606,255,0.000647,0.000505,0.000142,132,82,1,83,4,0,5,2,1,4,0,0,1,5,2,0,0
0.018982,1,0,1,16,18,1540,1644,1738.489035,31,29,608576.5,654514.75,4,4,1.2448,1.071529,75.12062,2.07605,255,824654199,2980102010,255,0.0009,0.000759,0.000141,96,91,0,0,5,0,5,3,1,3,0,0,0,5,16,0,0
0.034812,1,0,1,30,42,2302,34406,2039.526621,31,29,511547.75,7718488,5,15,1.189448,0.83761,67.262117,59.823892,255,2914231666,2917717449,255,0.00059,0.000467,0.000123,77,819,0,0,9,0,5,1,1,4,0,0,0,5,16,0,0
1.004524,1,4,1,14,18,1684,10168,30.860388,31,29,12455.65039,76485.97656,3,4,77.245228,59.058294,8761.397887,7673.255243,255,2610037276,2615324295,255,0.00068,0.000528,0.000152,120,565,2,0,4,0,2,2,1,3,0,0,1,5,2,0,0
0.01821,1,0,1,16,18,1540,1644,1812.191161,31,29,634376.75,682262.5,4,4,1.191733,1.043,72.982065,2.016237,255,3150042704,1010231742,255,0.000597,0.000475,0.000122,96,91,0,0,6,0,5,3,1,3,0,0,0,5,5,0,0
0.018094,1,0,1,16,18,1540,1644,1823.80905,31,29,638443.6875,686636.5,4,4,1.185467,1.10275,72.021143,2.199823,255,1004654310,1009201023,255,0.000561,0.000446,0.000115,96,91,0,0,6,0,5,3,1,3,0,0,0,5,5,0,0
0.001123,2,6,3,2,2,146,178,2671.415725,31,29,520035.5938,634016,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,73,89,0,0,2,0,2,1,1,2,0,0,0,1,3,0,0
0.003811,1,4,1,8,10,1052,824,4460.771551,31,29,1933350.875,1557596.5,2,2,0.496,0.367667,31.891386,0.660315,255,2970035704,2971016677,255,0.000622,0.000498,0.000124,132,82,1,83,2,0,1,1,1,1,0,0,1,5,2,0,0
0.019372,1,0,1,16,18,1540,1644,1703.489623,31,29,596324.625,641338.0625,4,4,1.270533,1.111529,77.626645,2.272514,255,2970039930,829597362,255,0.000592,0.000473,0.000119,96,91,0,0,5,0,5,3,1,3,0,0,0,5,16,0,0
0.005851,1,0,1,22,24,1920,4312,7690.992885,31,29,2506238.25,5651000,6,6,0.262667,0.226478,16.258431,13.056324,255,3274227628,3274560699,255,0.000757,0.000633,0.000124,87,180,0,0,16,0,3,1,1,3,0,0,0,1,11,0,0
0.003934,1,4,1,8,10,1052,824,4321.301306,31,29,1872902.875,1508896.75,2,2,0.514286,0.378444,32.857046,0.692541,255,3334230381,3331102311,255,0.000654,0.000522,0.000132,132,82,1,83,1,0,2,1,1,2,0,0,1,3,3,0,0
0.013363,1,0,1,16,18,1540,1644,2469.50535,31,29,864476.5625,929731.375,4,4,0.870133,0.759294,59.552203,1.383636,255,1184650811,3336151473,255,0.000573,0.000451,0.000122,96,91,0,0,5,0,3,2,1,4,0,0,0,3,11,0,0
0.011832,1,0,1,40,42,2558,23162,6845.841926,31,29,1686950.625,15288033,7,14,0.303263,0.28365,17.779361,16.900559,255,3030042015,899926743,255,0.000609,0.000483,0.000126,64,551,0,0,9,0,5,1,1,2,0,0,0,5,5,0,0
0.530934,1,0,1,122,126,7810,14540,465.21792,31,29,116715.0781,217352.8281,30,32,4.496127,4.24304,377.540643,369.563817,255,2734230271,2731145878,255,0.000694,0.000548,0.000146,64,115,0,0,6,0,5,1,1,1,0,0,0,5,7,0,0
0.018109,1,0,1,16,18,1540,1644,1822.298369,31,29,637914.875,686067.75,4,4,1.185133,1.036647,72.029232,2.208167,255,1004653360,1008675360,255,0.000613,0.00048,0.000133,96,91,0,0,6,0,5,3,1,3,0,0,0,5,5,0,0
0.034771,1,0,1,28,42,2198,34406,1984.412349,31,29,487762.8125,7727589.5,5,15,1.276296,0.836366,72.322762,59.361292,255,1184651732,1188125414,255,0.000609,0.000476,0.000133,79,819,0,0,5,0,3,2,1,4,0,0,0,3,11,0,0
0.034919,1,0,1,78,80,4550,72810,4496.119441,31,29,1029124.5,16472407,7,33,0.449494,0.445649,22.895182,23.046246,255,3210031889,1064963140,255,0.000721,0.000595,0.000126,58,910,0,0,10,0,5,1,1,2,0,0,0,1,7,0,0
0.001052,2,6,3,2,2,146,178,2851.711087,31,29,555133.0625,676806.125,0,0,0.009,0.001,0,0,0,0,0,0,0,0,0,73,89,0,0,2,0,2,1,1,1,0,0,0,1,3,0,0
0.018498,1,0,1,16,18,1540,1644,1783.97667,31,29,624499.9375,671640.1875,4,4,1.2122,1.061235,73.694579,2.273401,255,1244651149,3393986111,255,0.000577,0.000454,0.000123,96,91,0,0,7,0,3,3,1,3,0,0,0,5,10,0,0
0.017939,1,0,1,16,18,1540,1644,1839.567478,31,29,643960.125,692569.3125,4,4,1.172933,1.026353,70.816989,2.01676,255,2914234245,2915227165,255,0.000585,0.000465,0.00012,96,91,0,0,10,0,10,5,1,7,0,0,0,7,9,0,0
0.017994,1,0,1,16,18,1540,1644,1833.944684,31,29,641991.8125,690452.375,4,4,1.178733,1.021706,70.836037,2.103063,255,2914233361,769288318,255,0.00074,0.000622,0.000118,96,91,0,0,10,0,10,5,1,7,0,0,0,7,9,0,0
0.001181,2,6,3,2,2,132,164,2540.220091,31,29,447078.75,555461.4375,0,0,0.009,0.006,0,0,0,0,0,0,0,0,0,66,82,0,0,4,0,2,1,1,1,0,0,0,7,2,0,0
0.019352,1,0,1,16,18,1540,1644,1705.250085,31,29,596940.875,642000.8125,4,4,1.2694,1.111529,77.639299,2.351038,255,2970039152,2974438727,255,0.00057,0.000452,0.000118,96,91,0,0,5,0,10,3,1,3,0,0,0,3,9,0,0
0.019346,1,0,1,16,18,1540,1644,1705.778917,31,29,597126,642199.9375,4,4,1.2684,1.108882,77.751986,2.40797,255,2970038425,828536469,255,0.000614,0.000491,0.000123,96,91,0,0,5,0,10,3,1,3,0,0,0,3,9,0,0
0.003868,1,4,1,8,10,1052,824,4395.036062,31,29,1904860.375,1534643.125,2,2,0.505143,0.371111,31.936718,0.674923,255,1244648166,1245696005,255,0.000657,0.000522,0.000135,132,82,1,83,1,0,6,1,1,1,0,0,1,5,1,0,0
0.018509,1,0,1,16,18,1540,1644,1782.916367,31,29,624128.8125,671241,4,4,1.2132,1.111438,72.677215,2.187787,255,1244651952,1249266163,255,0.000865,0.000723,0.000142,96,91,0,0,7,0,3,3,1,3,0,0,0,5,10,0,0
0.018237,1,0,1,16,18,1540,1644,1809.50811,31,29,633437.5,681252.375,4,4,1.196133,1.110313,72.741102,2.102814,255,1244652736,3395233758,255,0.000588,0.000466,0.000122,96,91,0,0,7,0,3,3,1,3,0,0,0,5,10,0,0
0.03547,1,0,1,30,42,2302,34406,2001.691491,31,29,502058.0625,7575303,5,15,1.212069,0.853341,68.18988,59.840168,255,1004652456,1008132017,255,0.000613,0.00048,0.000133,77,819,0,0,4,0,3,3,1,4,0,0,0,4,10,0,0
0.00107,2,6,3,2,2,132,164,2803.738322,31,29,493457.9375,613084.125,0,0,0.009,0.006,0,0,0,0,0,0,0,0,0,66,82,0,0,2,0,2,1,1,1,0,0,0,4,3,0,0
0.018165,1,0,1,16,18,1540,1644,1816.680451,31,29,635948.25,683952.6875,4,4,1.190067,1.041353,72.39614,2.079781,255,3150041820,1009702680,255,0.000573,0.000458,0.000115,96,91,0,0,4,0,3,3,1,4,0,0,0,4,10,0,0
0.013826,1,0,1,16,18,1540,1644,2386.807538,31,29,835527.3125,898596.875,4,4,0.900867,0.786235,61.898325,1.457864,255,2970036819,2980676366,255,0.000567,0.000455,0.000112,96,91,0,0,5,0,10,3,1,3,0,0,0,3,9,0,0
0.018225,1,0,1,16,18,1540,1644,1810.699657,31,29,633854.625,681701,4,4,1.1922,1.044471,72.319165,2.035973,255,3334234952,1189704336,255,0.000593,0.000466,0.000127,96,91,0,0,14,0,6,4,1,11,0,0,0,5,11,0,0
0.018075,1,0,1,16,18,1540,1644,1825.726091,31,29,639114.8125,687358.1875,4,4,1.1846,1.037118,71.75374,2.099766,255,1184653287,3334583457,255,0.000551,0.00044,0.000111,96,91,0,0,14,0,6,4,1,11,0,0,0,5,11,0,0
0.018075,1,0,1,16,18,1540,1644,1825.726091,31,29,639114.8125,687358.1875,4,4,1.184333,1.034941,71.550387,2.180569,255,1184652504,1188671067,255,0.000607,0.000476,0.000131,96,91,0,0,14,0,6,4,1,11,0,0,0,5,11,0,0
0.010829,1,0,1,38,40,2438,18508,7110.536652,31,29,1753809.25,13331610,7,13,0.284297,0.264333,17.128939,16.392621,255,3210035569,1085937908,255,0.000642,0.000517,0.000125,64,463,0,0,6,0,1,1,1,1,0,0,0,1,7,0,0
0.013113,1,0,1,16,18,1540,1644,2516.586511,31,29,880957.8125,947456.6875,4,4,0.8532,0.742941,59.347527,1.367641,255,2914230752,770899945,255,0.000604,0.00048,0.000124,96,91,0,0,10,0,10,5,1,7,0,0,0,7,9,0,0
0.663845,1,7,1,62,58,5928,8010,179.258712,31,29,70293.51563,94865.51563,14,17,10.882705,11.633983,725.278272,753.619018,255,644645707,2790330468,255,0.000716,0.000583,0.000133,96,138,0,0,1,0,2,1,1,1,0,0,0,1,1,0,0
0.013423,1,0,1,16,18,1540,1644,2458.466726,31,29,860612.375,925575.5,4,4,0.873867,0.762176,61.277935,1.410838,255,1004651402,1010759266,255,0.000591,0.000463,0.000128,96,91,0,0,4,0,3,3,1,4,0,0,0,4,10,0,0
0.001074,2,6,3,2,2,132,164,2793.296014,31,29,491620.0938,610800.75,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,66,82,0,0,3,0,6,1,1,11,0,0,0,5,1,0,0
0.018217,1,0,1,16,18,1540,1644,1811.494832,31,29,634133,682000.375,4,4,1.194267,1.108875,73.701947,2.03938,255,3334235776,1190227148,255,0.000615,0.000472,0.000143,96,91,0,0,14,0,6,4,1,11,0,0,0,5,11,0,0
0.001066,2,6,3,2,2,132,164,2814.258996,31,29,495309.5938,615384.625,0,0,0.01,0.007,0,0,0,0,0,0,0,0,0,66,82,0,0,2,0,10,1,1,1,0,0,0,5,2,0,0
0.017975,1,0,1,16,18,1540,1644,1835.883103,31,29,642670.375,691182.1875,4,4,1.177333,1.094125,71.81601,2.282054,255,2914232514,768667695,255,0.000587,0.000463,0.000124,96,91,0,0,10,0,10,5,1,7,0,0,0,7,9,0,0
0.017931,1,0,1,16,18,1540,1644,1840.388216,31,29,644247.4375,692878.25,4,4,1.1746,1.027353,72.223421,1.978774,255,2914235159,770363258,255,0.000583,0.000462,0.000121,96,91,0,0,10,0,10,5,1,7,0,0,0,7,9,0,0
0.02489,1,0,1,64,66,3806,51808,5182.804339,31,29,1204339.125,16399839,7,26,0.390159,0.373908,20.933744,20.66408,255,884648559,3030348853,255,0.000709,0.000577,0.000132,59,785,0,0,10,0,10,1,1,7,0,0,0,7,9,0,0
0.018317,1,0,1,16,18,1540,1644,1801.605157,31,29,630671,678277.0625,4,4,1.198,1.115687,72.878998,2.109929,255,3934233938,3935027928,255,0.000576,0.000463,0.000113,96,91,0,0,6,0,10,6,1,6,0,0,0,8,10,0,0
0.018239,1,0,1,16,18,1540,1644,1809.30964,31,29,633368,681177.6875,4,4,1.1946,1.045412,72.004831,2.216505,255,3934232351,1788582362,255,0.000587,0.000463,0.000124,96,91,0,0,6,0,10,6,1,6,0,0,0,8,10,0,0
0.017922,1,0,1,16,18,1540,1644,1841.312446,31,29,644570.9375,693226.25,4,4,1.174667,1.0915,72.197865,2.010456,255,1364654154,3515633856,255,0.00057,0.000455,0.000115,96,91,0,0,14,0,7,6,1,11,0,0,0,8,11,0,0
0.018201,1,0,1,16,18,1540,1644,1813.08728,31,29,634690.4375,682599.875,4,4,1.191,1.043235,72.045287,2.220481,255,1424651184,3574012346,255,0.000572,0.00046,0.000112,96,91,0,0,12,0,9,12,1,6,0,0,0,16,11,0,0
0.018249,1,0,1,16,18,1540,1644,1808.318314,31,29,633021,680804.4375,4,4,1.1962,1.046765,73.467224,2.007713,255,1424653482,3575589821,255,0.000564,0.00045,0.000114,96,91,0,0,12,0,9,12,1,6,0,0,0,16,11,0,0
0.034882,1,0,1,78,80,4550,72810,4500.888507,31,29,1030216.125,16489879,7,33,0.448857,0.434165,23.55525,23.028791,255,3454226360,3454532633,255,0.000699,0.000574,0.000125,58,910,0,0,6,0,10,1,1,1,0,0,0,2,10,0,0
0.018332,1,0,1,16,18,1540,1644,1800.130838,31,29,630154.875,677722,4,4,1.201,1.050529,73.886213,2.0157,255,1604655519,3755886872,255,0.00058,0.000468,0.000112,96,91,0,0,6,0,8,6,1,6,0,0,0,9,10,0,0
0.004111,1,4,1,8,10,1052,824,4135.247028,31,29,1792264.75,1443931,2,2,0.537857,0.395889,34.207908,0.725203,255,3750036833,3751213694,255,0.000711,0.000544,0.000167,132,82,1,83,2,0,1,2,1,1,0,0,1,9,1,0,0
0.001072,2,6,3,2,2,132,164,2798.507427,31,29,492537.3125,611940.3125,0,0,0.01,0.007,0,0,0,0,0,0,0,0,0,66,82,0,0,4,0,5,1,1,7,0,0,0,6,3,0,0
0.0135,1,0,1,16,18,1540,1644,2444.444381,31,29,855703.6875,920296.25,4,4,0.8796,0.767118,60.862705,1.418241,255,3934230585,1790698350,255,0.000554,0.000456,9.8E-05,96,91,0,0,6,0,10,6,1,6,0,0,0,8,10,0,0
0.034982,1,0,1,30,42,2302,34406,2029.615257,31,29,509061.8125,7680979,5,15,1.194862,0.8628,67.35928,60.153031,255,3514231797,3517626806,255,0.000586,0.000465,0.000121,77,819,0,0,14,0,7,6,1,11,0,0,0,8,11,0,0
0.013157,1,0,1,16,18,1540,1644,2508.170587,31,29,878011.6875,944288.25,4,4,0.8566,0.746941,59.459225,1.366096,255,1364650036,1370777970,255,0.000572,0.000456,0.000116,96,91,0,0,14,0,7,6,1,11,0,0,0,8,11,0,0
0.005875,1,0,1,22,24,1920,4312,7659.57473,31,29,2496000,5627915,6,6,0.27695,0.229261,16.748782,13.258799,255,1844645949,3990337622,255,0.00072,0.000593,0.000127,87,180,0,0,4,0,2,1,1,1,0,0,0,1,5,0,0
0.024923,1,0,1,64,66,3806,51808,5175.9418,31,29,1202744.375,16378124,7,26,0.396823,0.385333,21.24749,20.789593,255,1724645509,3874549411,255,0.000767,0.000633,0.000134,59,785,0,0,5,0,9,1,1,2,0,0,0,2,11,0,0
0.00104,2,6,3,2,2,132,164,2884.615377,31,29,507692.3125,630769.25,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,66,82,0,0,3,0,10,1,1,1,0,0,0,8,3,0,0
0.003887,1,4,1,8,10,1052,824,4373.552837,31,29,1895549.25,1527141.75,2,2,0.507143,0.373,32.047072,0.677887,255,3694230996,3691064001,255,0.000658,0.000524,0.000134,132,82,1,83,2,0,10,2,1,1,0,0,1,16,1,0,0
0.01823,1,0,1,16,18,1540,1644,1810.202911,31,29,633680.75,681514,4,4,1.193467,1.045412,72.064262,2.136088,255,1424651949,3574524172,255,0.000569,0.000454,0.000115,96,91,0,0,12,0,9,12,1,6,0,0,0,16,11,0,0
0.018187,1,0,1,16,18,1540,1644,1814.482924,31,29,635179,683125.3125,4,4,1.192067,1.042647,72.244791,2.121301,255,3694235216,3698724866,255,0.000575,0.000459,0.000116,96,91,0,0,12,0,7,12,1,6,0,0,0,16,7,0,0
0.01823,1,0,1,16,18,1540,1644,1810.202911,31,29,633680.75,681514,4,4,1.195133,1.111312,73.156956,2.040187,255,1544656467,3695559655,255,0.000644,0.000446,0.000198,96,91,0,0,12,0,7,12,1,6,0,0,0,16,7,0,0
0.001143,2,6,3,2,2,146,178,2624.67198,31,29,510936.1563,622922.125,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,73,89,0,0,4,0,3,2,2,7,0,0,0,2,3,0,0
1.005841,1,4,1,12,18,1580,10168,28.831594,31,29,11524.68457,76385.82813,3,5,91.408544,59.138473,9530.355069,7674.440233,255,704649220,2855232890,255,0.000617,0.000482,0.000135,132,565,1,3924,2,0,3,2,1,1,0,0,1,9,1,0,0
0.034855,1,0,1,30,42,2302,34406,2037.010433,31,29,510916.6563,7708965.5,5,15,1.190931,0.838585,67.146828,59.733663,255,3570036902,1428080511,255,0.000588,0.000467,0.000121,77,819,0,0,12,0,9,12,1,6,0,0,0,16,11,0,0
0.013515,1,0,1,16,18,1540,1644,2441.731368,31,29,854753.9375,919274.875,4,4,0.880133,0.768176,60.996459,1.421913,255,3570036031,3580307815,255,0.000548,0.000452,9.6E-05,96,91,0,0,12,0,9,12,1,6,0,0,0,16,11,0,0
0.003887,1,4,1,8,10,1052,824,4373.552837,31,29,1895549.25,1527141.75,2,2,0.505286,0.375444,32.237292,0.691431,255,3570034902,1425696233,255,0.000633,0.000502,0.000131,132,82,1,83,2,0,2,2,1,1,0,0,1,16,1,0,0
0.035494,1,0,1,28,42,2198,34406,1943.990549,31,29,477827.25,7570181,5,15,1.303074,0.851902,73.715622,60.190497,255,3750038891,3757960410,255,0.00068,0.000563,0.000117,79,819,0,0,6,0,8,6,1,6,0,0,0,9,10,0,0
1.005449,1,4,1,12,18,1580,10168,28.842834,31,29,11529.17676,76415.60938,3,5,91.374182,59.112881,9530.468128,7674.247337,255,3094230314,3095323790,255,0.000665,0.000524,0.000141,132,565,1,3924,1,0,7,1,1,1,0,0,1,3,1,0,0
0.018256,1,0,1,16,18,1540,1644,1807.624959,31,29,632778.3125,680543.4375,4,4,1.196067,1.046882,71.908511,2.132952,255,1784652361,3934502535,255,0.000569,0.000456,0.000113,96,91,0,0,6,0,10,6,1,6,0,0,0,8,10,0,0
0.003881,1,4,1,8,10,1052,824,4380.314372,31,29,1898479.75,1529502.75,2,2,0.506286,0.372556,32.307726,0.674863,255,1364648981,1365666325,255,0.000655,0.000522,0.000133,132,82,1,83,1,0,8,1,1,2,0,0,1,8,1,0,0
0.018271,1,0,1,16,18,1540,1644,1806.140959,31,29,632258.8125,679984.6875,4,4,1.194867,1.047059,72.578687,2.063845,255,1424652729,1429676252,255,0.00059,0.000468,0.000122,96,91,0,0,12,0,9,12,1,6,0,0,0,16,11,0,0
0.013419,1,0,1,16,18,1540,1644,2459.199563,31,29,860868.875,925851.375,4,4,0.873667,0.762176,60.931904,1.397444,255,1604651540,3760615482,255,0.000569,0.000457,0.000112,96,91,0,0,6,0,8,6,1,6,0,0,0,9,10,0,0
0.001143,2,6,3,2,2,146,178,2624.67198,31,29,510936.1563,622922.125,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,73,89,0,0,4,0,3,2,2,7,0,0,0,2,3,0,0
0.010172,1,0,1,38,40,2438,18508,7569.799334,31,29,1867086.125,14192686,7,13,0.281714,0.260189,0,15.748844,255,3630042845,3655368242,255,0.000666,0.000541,0.000125,64,463,0,0,2,0,2,1,1,1,0,0,0,3,5,0,0
0.017918,1,0,1,16,18,1540,1644,1841.723407,31,29,644714.8125,693380.9375,4,4,1.174133,1.026294,71.254207,2.022147,255,3514234215,3515100097,255,0.000591,0.000467,0.000124,96,91,0,0,14,0,7,6,1,11,0,0,0,8,11,0,0
0.018025,1,0,1,16,18,1540,1644,1830.790604,31,29,640887.6875,689264.9375,4,4,1.180933,1.097375,71.645304,2.259227,255,1364651823,1368578630,255,0.000587,0.000464,0.000123,96,91,0,0,14,0,7,6,1,11,0,0,0,8,11,0,0
0.018174,1,0,1,16,18,1540,1644,1815.780777,31,29,635633.3125,683613.9375,4,4,1.189667,1.042235,72.333658,2.048667,255,3694236289,1549677240,255,0.000569,0.000453,0.000116,96,91,0,0,12,0,7,12,1,6,0,0,0,16,7,0,0
0.034948,1,0,1,30,42,2302,34406,2031.589859,31,29,509557.0625,7688451.5,5,15,1.194207,0.8619,67.251452,60.236155,255,3694233286,3697650262,255,0.000611,0.000466,0.000145,77,819,0,0,12,0,7,12,1,6,0,0,0,16,7,0,0
0.001056,2,6,3,2,2,132,164,2840.909069,31,29,500000,621212.125,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,66,82,0,0,2,0,8,2,1,1,0,0,0,16,2,0,0
0.001298,2,6,3,2,2,132,164,2311.248095,31,29,406779.6563,505392.9063,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,66,82,0,0,2,0,10,1,1,1,0,0,0,9,3,0,0
0.034617,1,0,1,78,80,4550,72810,4535.343994,31,29,1038102.688,16616114,7,33,0.445403,0.436128,22.817555,22.468912,255,1484648564,3634551391,255,0.000727,0.00059,0.000137,58,910,0,0,2,0,9,1,1,1,0,0,0,3,11,0,0
